"ID","movie","director","actor_1","actor_2","actor_3","year","language","score"
4592,"A Lego Brickumentary","kief davidson","g.w. krauss","brian whitaker","jason bateman",2014,"English",6.8
4593,"Hardflip","johnny remo","matthew ziff","randy wayne","raquel elizabeth ames",2012,"English",5.6
4594,"Chocolate: Deep Dark Secrets","vivek agnihotri","emraan hashmi","anil kapoor","sunil shetty",2005,"Hindi",4.8
4595,"The House of the Devil","ti west","lena dunham","greta gerwig","dee wallace",2009,"English",6.4
4596,"The Perfect Host","nick tomnay","david hyde pierce","clayne crawford","nathaniel parker",2010,"English",6.8
4597,"Safe Men","john hamburg","harvey fierstein","michael lerner","josh pais",1998,"English",6.1
4598,"Speedway Junky","nickolas perry","patrick renna","patsy kensit","adrienne frantz",1999,"English",5.2
4599,"The Last Big Thing","dan zukovic","yul vazquez","louis mustillo","james lorinz",1996,"English",6.9
4600,"The Specials","craig mazin","judy greer","james gunn","jamie kennedy",2000,"English",6
4601,"16 to Life","becky smith","will rothhaar","emily baldoni","hallee hirsh",2009,"English",6.3
4602,"Alone with Her","eric nicholas","jordana spiro","ana claudia talancón","jonathon trent",2006,"English",6.1
4603,"Creative Control","benjamin dickinson","nora zehetner","alexia rasmussen","meredith hagner",2015,"English",5.5
4604,"Special","hal haberman","michael rapaport","paul blackthorne","ian bohen",2006,"English",6.9
4605,"Sparkler","darren stein","frances bay","jamie kennedy","veronica cartwright",1997,"English",5.6
4606,"The Helix... Loaded","a. raven cruz","scott levy","vanilla ice","jennifer sky",2005,"English",1.9
4607,"In Her Line of Fire","brian trenchard-smith","david keith","mariel hemingway","jesse hutch",2006,"English",4.1
4608,"The Jimmy Show","frank whaley","lynn cohen","frank whaley","heather bucha",2001,"English",5.4
4609,"Heli","amat escalante","kenny johnston","andrea vergara","gabriel reyes",2013,"Spanish",6.8
4610,"Karachi se Lahore","wajahat rauf","rasheed naz","ayesha omar","javed sheikh",2015,"Urdu",7
4611,"Loving Annabelle","katherine brooks","ilene graff","kevin mccarthy","laura breckenridge",2006,"English",6.7
4612,"Hits","david cross","jason ritter","matt walsh","amy sedaris",2014,"English",5.8
4613,"Jimmy and Judy","randall rubin","nicole randall johnson","a.j. buckley","james eckhouse",2006,"English",6.2
4614,"Frat Party","robert bennett","randy wayne","lauren c. mayhew","alicia ziegler",2009,"English",2.8
4615,"The Party's Over","guy hamilton","oliver reed","eddie albert","louise sorel",1965,"English",7.3
4616,"Proud","mary pat kelly","aidan quinn","ossie davis","janet hubert",2004,"English",5.8
4617,"The Poker House","lori petty","jennifer lawrence","chloë grace moretz","bokeem woodbine",2008,"English",6.5
4618,"Childless","charlie levi","joe mantegna","barbara hershey","diane venora",2008,"English",6.1
4619,"ZMD: Zombies of Mass Destruction","kevin hamedani","russell hodgkinson","janette armand","kevin hamedani",2009,"English",5.1
4620,"Snow White: A Deadly Summer","david decoteau","maureen mccormick","shanley caswell","tim abell",2012,"English",2.2
4621,"Hidden Away","mikel rueda","álex angulo","germán alcarazu","joseba ugalde",2014,"Spanish",7.2
4622,"My Last Day Without You","stefan c. schaefer","nicole beharie","marlene forte","reg e. cathey",2011,"English",5.7
4623,"Steppin: The Movie","michael taliferro","wesley jonathan","sticky fingaz","chrystee pharris",2009,"English",3.4
4624,"Doc Holliday's Revenge","david decoteau","william mcnamara","tom berenger","randy jay burrell",2014,"English",3.8
4625,"Black Rock","katie aselton","katie aselton","anslem richardson","jay paulson",2012,"English",4.7
4626,"Truth or Die","robert heath","david oakes","alexander vlahos","jennie jacques",2012,"English",5.6
4627,"The Pet","d. stevens","magi avila","pierre dulat","summer napoles",2006,"English",3.9
4628,"Bang Bang Baby","jeffrey st. jules","boyd banks","chloe rose","kristian bruun",2014,"English",5.4
4629,"Fear Clinic","robert hall","angelina armani","kevin gage","fiona dourif",2015,"English",5.2
4630,"Zombie Hunter","k. king","jason k. wixom","shona kay","jarrod phillips",2013,"English",3.5
4631,"A Fine Step","jonathan meyers","justin baldoni","luke perry","leonor varela",2014,"",5.3
4632,"Trance","danny boyle","rosario dawson","spencer wilding","tuppence middleton",2013,"English",7
4633,"Charly","ralph nelson","cliff robertson","dick van patten","claire bloom",1968,"English",7.1
4634,"Banshee Chapter","blair erickson","monique candelaria","katia winter","michael mcmillian",2013,"English",5.5
4635,"Jesse","","eric lloyd","david deluise","bruno campos",NA,"English",5.9
4636,"Ask Me Anything","allison burnett","kimberly williams-paisley","gia mantegna","cathryn de prume",2014,"English",6
4637,"And Then Came Love","richard schenkman","vanessa williams","mike colter","eartha kitt",2007,"English",4.8
4638,"Food Chains","sanjay rawal","alma martinez","robert kennedy jr.","eve ensler",2014,"English",7.1
4639,"On the Waterfront","elia kazan","marlon brando","karl malden","rod steiger",1954,"English",8.2
4640,"L!fe Happens","kat coiro","justin kirk","geoff stults","kristen johnston",2011,"English",5.7
4641,"4 Months, 3 Weeks and 2 Days","cristian mungiu","anamaria marinca","vlad ivanov","alexandru potocean",2007,"Romanian",7.9
4642,"The Horror Network Vol. 1","brian dorton","javier botet","brian dorton","jan cornet",2015,"English",7.3
4643,"Hard Candy","david slade","odessa rae","g.j. echternkamp","patrick wilson",2005,"English",7.1
4644,"The Quiet","jamie babbit","katy mixon","david gallagher","edie falco",2005,"English",6.4
4645,"Circumstance","maryam keshavarz","sarah kazemy","reza sixo safai","sina amedson",2011,"Persian",5.9
4646,"Fruitvale Station","ryan coogler","ahna o'reilly","melonie diaz","ariana neal",2013,"English",7.5
4647,"The Brass Teapot","ramaa mosley","jack mcbrayer","michael angarano","alia shawkat",2012,"English",6.4
4648,"Bambi","james algar","sam edwards","donnie dunagan","ann gillis",1942,"English",7.4
4649,"The Hammer","charles herman-wurmfeld","john enos iii","rian bishop","adam carolla",2007,"English",7.3
4650,"Snitch","ric roman waugh","dwayne johnson","harold perrineau","nadine velazquez",2013,"English",6.5
4651,"Latter Days","c. jay cox","joseph gordon-levitt","rob mcelhenney","jacqueline bisset",2003,"English",7.2
4652,"Elza","mariette monpierre","stana roumillac","christophe cherki","teddy doloir",2011,"French",6.7
4653,"1982","tommy oliver","bokeem woodbine","ruby dee","quinton aaron",2013,"English",7.1
4654,"For a Good Time, Call...","jamie travis","james wolk","ari graynor","nia vardalos",2012,"English",6
4655,"Celeste & Jesse Forever","lee toland krieger","ari graynor","janel parrish","rob huebel",2012,"English",6.7
4656,"Time Changer","rich christiano","gavin macleod","d. david morin","hal linden",2002,"English",5.6
4657,"London to Brighton","paul andrew williams","lorraine stanley","johnny harris","georgia groome",2006,"English",7
4658,"American Hero","nick love","eddie griffin","christopher berry","michelle tabora",2015,"English",4.9
4659,"Windsor Drive","natalie bible'","tommy o'reilly","samaire armstrong","matt cohen",2015,"English",3.2
4660,"A Separation","asghar farhadi","shahab hosseini","leila hatami","peyman moaadi",2011,"Persian",8.4
4661,"Crying with Laughter","justin molotnikov","jo hartley","stephen mccole","joe cassidy",2009,"English",6.9
4662,"Welcome to the Dollhouse","todd solondz","heather matarazzo","ken leung","christina vidal",1995,"English",7.5
4663,"Ruby in Paradise","victor nunez","allison dean","todd field","dorothy lyman",1993,"English",7.2
4664,"Raising Victor Vargas","peter sollett","victor rasuk","melonie diaz","judy marte",2002,"English",7.2
4665,"Pandora's Box","georg wilhelm pabst","louise brooks","francis lederer","fritz kortner",1929,"German",8
4666,"Harrison Montgomery","daniel davila","martin landau","melora walters","diane baker",2008,"English",7.4
4667,"Live-In Maid","jorge gaggero","norma aleandro","hilda bernard","claudia lapacó",2004,"Spanish",7.2
4668,"Deterrence","rod lurie","kevin pollak","kathryn morris","timothy hutton",1999,"English",6.5
4669,"The Mudge Boy","michael burke","zachary knighton","tom guiry","ryan donowho",2003,"English",7.2
4670,"The Young Unknowns","catherine jelski","leslie bibb","eion bailey","arly jover",2000,"English",4.2
4671,"Not Cool","shane dawson","shane dawson","kurt angle","cherami leigh",2014,"English",5.1
4672,"Dead Snow","tommy wirkola","bjørn sundquist","stig frode henriksen","ane dahl torp",2009,"Norwegian",6.4
4673,"Saints and Soldiers","ryan little","corbin allred","larry bagby","kirby heyborne",2003,"English",6.8
4674,"Vessel","clark baker","taylor pigeon","alan pietruszewski","whit spurgeon",2012,"English",6.2
4675,"American Graffiti","george lucas","harrison ford","ron howard","mackenzie phillips",1973,"English",7.5
4676,"Iraq for Sale: The War Profiteers","robert greenwald","scott helvenston","katy helvenston-wettengal","donna zovko",2006,"English",7.7
4677,"Aqua Teen Hunger Force Colon Movie Film for Theaters","matt maiellaro","tina fey","fred armisen","chris kattan",2007,"English",6.9
4678,"Safety Not Guaranteed","colin trevorrow","mary lynn rajskub","mark duplass","jeff garlin",2012,"English",7
4679,"Kevin Hart: Laugh at My Pain","leslie small","isaac c. singleton jr.","larry king","jeanette branch",2011,"English",7.5
4680,"Kill List","ben wheatley","myanna buring","ben crompton","neil maskell",2011,"English",6.3
4681,"The Innkeepers","ti west","lena dunham","jake ryan","pat healy",2011,"English",5.5
4682,"The Unborn","david s. goyer","gary oldman","atticus shaffer","rachel brosnahan",2009,"English",4.8
4683,"The Conformist","bernardo bertolucci","jean-louis trintignant","stefania sandrelli","dominique sanda",1970,"Italian",8.1
4684,"Interview with the Assassin","neil burger","raymond j. barry","christel khalil","renee faia",2002,"English",6.6
4685,"Donkey Punch","oliver blackburn","julian morris","nichola burley","tom burke",2008,"English",5.2
4686,"All the Boys Love Mandy Lane","jonathan levine","luke grimes","michael welch","whitney able",2006,"English",5.6
4687,"Bled","christopher hutson","dichen lachman","jennifer lee wiggins","michele morrow",2009,"English",3.1
4688,"High Noon","fred zinnemann","gary cooper","lloyd bridges","lon chaney jr.",1952,"English",8.1
4689,"Hoop Dreams","steve james","william gates","arthur agee","isiah thomas",1994,"English",8.3
4690,"Rize","david lachapelle","kevin scott richardson","christopher toler","tommy the clown",2005,"English",7.1
4691,"Destiny","joseph kosinski","peter dinklage","lauren cohan","erick avari",2014,"English",8.1
4692,"L.I.E.","michael cuesta","adam lefevre","bruce altman","walter masterson",2001,"English",7.2
4693,"The Sisterhood of Night","caryn waechter","laura fraser","kara hayward","louis ozawa changchien",2014,"English",6.3
4694,"B-Girl","emily dell","aimee garcia","wesley jonathan","drew sidora",2009,"English",4
4695,"King Kong","peter jackson","naomi watts","thomas kretschmann","evan parke",2005,"English",7.2
4696,"House of Wax","jaume collet-serra","robert ri'chard","paris hilton","brian van holt",2005,"English",5.3
4697,"Half Nelson","ryan fleck","ryan gosling","tristan mack wilds","jeff lima",2006,"English",7.2
4698,"Naturally Native","jennifer wynne farmer","irene bedard","akima","max gail",1998,"English",6.5
4699,"Hav Plenty","christopher scott cherot","hill harper","robinne lee","chenoa maxwell",1997,"English",6.5
4700,"Adulterers","h.m. coakley","mehcad brooks","steffinnie phrommany","danielle savre",2015,"English",4.9
4701,"Escape from Tomorrow","randy moore","trey loney","lee armstrong","amy lucas",2013,"English",5.2
4702,"Starsuckers","chris atkins","richard curtis","harvey weinstein","elton john",2009,"English",7.4
4703,"The Hadza: Last of the First","bill benenson","alfre woodard","dave fennoy","jane goodall",2014,"English",7.4
4704,"After","ryan smith","sandra ellis lafferty","madison lintz","karolina wydra",2012,"English",5.4
4705,"Treachery","travis romero","matthew ziff","lorraine ziff","michael biehn",2013,"English",3.9
4706,"Walter","anna mastro","leven rambin","justin kirk","virginia madsen",2015,"English",5.3
4707,"Top Hat","mark sandrich","ginger rogers","edward everett horton","eric blore",1935,"English",7.8
4708,"The Blair Witch Project","daniel myrick","heather donahue","joshua leonard","michael c. williams",1999,"English",6.4
4709,"Woodstock","michael wadleigh","joe cocker","jimi hendrix","joan baez",1970,"English",8.1
4710,"The Kentucky Fried Movie","john landis","david zucker","barry dennen","tara strohmeier",1977,"English",6.5
4711,"Mercy Streets","jon gunn","stacy keach","david a.r. white","cynthia watros",2000,"English",5.6
4712,"Arnolds Park","gene teigland","kendyl joi","matthew feeney","tac fitzgerald",2007,"English",5.6
4713,"Broken Vessels","scott ziehl","william smith","jason london","brent david fraser",1998,"English",6.6
4714,"Water & Power","richard montoya","nicholas gonzalez","angela nordeng","exie booker",2013,"English",6.3
4715,"They Will Have to Kill Us First","johanna schwartz","aliou touré","garba touré","khaira arby",2015,"French",7.7
4716,"Crop Circles: Quest for Truth","william gazecki","karen alexander","colin andrews","francine blake",2002,"English",7
4717,"Light from the Darkroom","lance mcdaniel","russell wong","steven michael quezada","lymari nadal",2014,"English",8
4718,"Irreplaceable","thomas lilti","françois cluzet","félix moati","marianne denicourt",2016,"French",7.2
4719,"The Maid's Room","michael walker","paula garcés","annabella sciorra","john brodsky",2013,"English",4.5
4720,"A Hard Day's Night","richard lester","paul mccartney","ringo starr","george harrison",1964,"English",7.7
4721,"The Harvest/La Cosecha","u. roberto romano","","","",2011,"English",7.2
4722,"Love Letters","amy holden jones","jamie lee curtis","sally kirkland","amy madigan",1983,"English",6.1
4723,"Julija in alfa Romeo","blaz zavrsnik","dario nozic serini","spela colja","andrej nahtigal",2015,"Slovenian",6.4
4724,"Fireproof","alex kendrick","kirk cameron","ken bevel","erin bethea",2008,"English",6.5
4725,"Faith Connections","pan nalin","bhole baba","pant shirt baba","shriman umeshanad brahmachari",2013,"Hindi",7
4726,"Benji","joe camp","frances bavier","peter breck","edgar buchanan",1974,"English",6.1
4727,"Open Water","chris kentis","blanchard ryan","saul stein","daniel travis",2003,"English",5.7
4728,"High Road","matt walsh","joe lo truglio","matt jones","abby elliott",2011,"English",5.4
4729,"Kingdom of the Spiders","john 'bud' cardos","woody strode","hoke howell","tiffany bolling",1977,"English",5.9
4730,"Mad Hot Ballroom","marilyn agrelo","heather berman","eva carrozza","paul daggett",2005,"English",7.5
4731,"The Station Agent","tom mccarthy","peter dinklage","joe lo truglio","paula garcés",2003,"English",7.7
4732,"To Save a Life","brian baugh","randy wayne","sean michael afable","d. david morin",2009,"English",7.1
4733,"Wordplay","patrick creadon","ken burns","bill clinton","bob dole",2006,"English",7.4
4734,"Beyond the Mat","barry w. blaustein","terry funk","vince mcmahon","mick foley",1999,"English",7.6
4735,"The Singles Ward","kurt hale","kirby heyborne","lincoln hoppe","daryn tufts",2002,"English",6.4
